measurement_time,x_axis,y_axis,z_axis
2247.24,-2,7,-3
2247.29,-2,7,-3
2247.33,-2,7,-3
2247.37,-2,6,-3
2247.41,-2,6,-3
2247.45,-2,7,-3
2247.49,-2,7,-3
2247.54,-2,6,-3
2248.28,-2,7,-3
2248.33,-2,7,-3
2248.37,-2,7,-3
2248.41,-2,7,-3
2248.45,-2,7,-3
2248.49,-2,7,-3
2248.53,-2,7,-3
2248.57,-2,7,-3
2248.62,-2,7,-3
2248.66,-2,7,-3
